codigo,nombre,tipo,naturaleza,es_banco,numero_cuenta,resultado,activo
61201237,3 campañas de sensibilización comunitaria sobre las diferentes formas de violencia y cuidado alternativo hacia los NNAJ en riesgo y situación de calle y sus MPE,GASTOS,DEUDORA,0,,,1
61201238,Ingreso de información de los participantes con base a los instrumentos de la línea de base,GASTOS,DEUDORA,0,,,1
61201239,Construcción de informes con base a la información del sistema de monitoreo,GASTOS,DEUDORA,0,,,1
61201240,1 evaluación de medio término realizada con apoyo de los NNAJ en riesgo y situación de calle y sus MPE,GASTOS,DEUDORA,0,,,1
61201241,1 evaluación final realizada con apoyo de los NNAJ en riesgo y situación de calle y sus MPE,GASTOS,DEUDORA,0,,,1
61201242,Refacciones para línea basal,GASTOS,DEUDORA,0,,,1
61201243,Consultoría Línea Basal,GASTOS,DEUDORA,0,,,1
61201244,Refacciones para elaboración de pl,GASTOS,DEUDORA,0,,,1
61201245,Consultoría para elaboración de pl,GASTOS,DEUDORA,0,,,1
61201246,Refacciones para reuniones de coor,GASTOS,DEUDORA,0,,,1
61201247,Refacciones para actos de firma de,GASTOS,DEUDORA,0,,,1
61201248,Viáticos de 30 familias,GASTOS,DEUDORA,0,,,1
61201249,Costes de viaje psicóloga,GASTOS,DEUDORA,0,,,1
61201250,"Dietas 1 psicologos/as, (Q. 750.00 por m",GASTOS,DEUDORA,0,,,1
61201251,Consultoría para la elaboración fa,GASTOS,DEUDORA,0,,,1
61201252,Consultoría para la elaboración de,GASTOS,DEUDORA,0,,,1
61201253,Refacciones para elaborar  el prot,GASTOS,DEUDORA,0,,,1
61201254,Refacciones para reuniones de coor,GASTOS,DEUDORA,0,,,1
61201255,Refacciones para entrevistas con N,GASTOS,DEUDORA,0,,,1
61201256,Diseño e  Impresión de protocolos,GASTOS,DEUDORA,0,,,1
61201257,Conferencia de prensa,GASTOS,DEUDORA,0,,,1
61201258,Materiales de capacitación para el,GASTOS,DEUDORA,0,,,1
61201259,Refacciones para el personal del O,GASTOS,DEUDORA,0,,,1
61201260,Consultoría para elaboración de li,GASTOS,DEUDORA,0,,,1
61201261,Refaccion para reuniones línea bas,GASTOS,DEUDORA,0,,,1
61201262,Consultoría para elaboración de pl,GASTOS,DEUDORA,0,,,1
61201263,Refacciones para elaboración del p,GASTOS,DEUDORA,0,,,1
61201264,Refacciones para reuniones de coo,GASTOS,DEUDORA,0,,,1
61201265,Refacciones para actos de firma d,GASTOS,DEUDORA,0,,,1
61201266,viáticos para 90 familias que fuer,GASTOS,DEUDORA,0,,,1
61201267,Costes de viaje (depreciación de vehículo T.S),GASTOS,DEUDORA,0,,,1
61201268,"Dietas 1 trabajadoras sociales, (Q. 750.",GASTOS,DEUDORA,0,,,1
61201269,Costes de viaje (depreciación de vehículo Abogada),GASTOS,DEUDORA,0,,,1
61201270,Dietas 1 abogados/as (Q. 750.00 por mes),GASTOS,DEUDORA,0,,,1
61201271,Consultoría para formular el proto,GASTOS,DEUDORA,0,,,1
61201272,Refacciones para formular el proto,GASTOS,DEUDORA,0,,,1
61201273,Refacciones para reuniones de coor,GASTOS,DEUDORA,0,,,1
61201274,Refacciones para entrevistas con N,GASTOS,DEUDORA,0,,,1
61201275,Diseño e  Impresión de protocolos,GASTOS,DEUDORA,0,,,1
61201276,Over Head,GASTOS,DEUDORA,0,,,1
61201277,Materiales de capacitación para el,GASTOS,DEUDORA,0,,,1
61201278,Refacciones para reuniones de sens,GASTOS,DEUDORA,0,,,1
61201279,Refacciones para capacitación del,GASTOS,DEUDORA,0,,,1
61201280,Materiales de librería capacitació (R2 2.2.4),GASTOS,DEUDORA,0,,,1
61201281,Fotocopias de materiales,GASTOS,DEUDORA,0,,,1
61201282,Refacciones para reuniones de coor,GASTOS,DEUDORA,0,,,1
61201283,Refaccion para actos de firma de c,GASTOS,DEUDORA,0,,,1
61201284,Consultoría para plan de divulgaci,GASTOS,DEUDORA,0,,,1
61201285,SEGURIDAD Y PROTECCIÓN INSTITUCIONAL,GASTOS,DEUDORA,0,,,1
61201286,Refacciones para reuniones de coo,GASTOS,DEUDORA,0,,,1
61201287,Laptop,GASTOS,DEUDORA,0,,,1
61201288,Vehículo,GASTOS,DEUDORA,0,,,1
61201289,Consultoría sistema de monitoreo,GASTOS,DEUDORA,0,,,1
61201290,Material para talleres de monitoreo,GASTOS,DEUDORA,0,,,1
61201291,Refacciones - monitoreo,GASTOS,DEUDORA,0,,,1
61201292,Refacciones - evaluación,GASTOS,DEUDORA,0,,,1
61201293,Costes de viaje (despreciacion de vehículo coordinadora,GASTOS,DEUDORA,0,,,1
61201294,"Dietas 1 coordinador/a,",GASTOS,DEUDORA,0,,,1
61201295,Dietas,GASTOS,DEUDORA,0,,,1
61201296,Honorarios monitoreo aulas,GASTOS,DEUDORA,0,,,1
61201297,Salario Asistencia,GASTOS,DEUDORA,0,,,1
71101001,Intereses Bancarios Gasto,GASTOS,DEUDORA,0,,,1
71101002,Diferencial Cambiario Gasto,GASTOS,DEUDORA,0,,,1
71101003,Perdida en venta activos fijos,GASTOS,DEUDORA,0,,,1
